ID|IBGE_7|IBGE_6|Municipio_real|UF|Latitude|Longitude|Municipio_ficticio
329|3529203|352920|MARTINOPOLIS|SP|-22.146|-51.171|KUBIK
330|3529302|352930|MATAO|SP|-21.603|-48.366|KUCHLER
331|3529401|352940|MAUA|SP|-23.668|-46.461|KUMODE
332|3529500|352950|MENDONCA|SP|-21.167|-49.581|KUPAS
333|3529609|352960|MERIDIANO|SP|-20.359|-50.173|LACUESTA
334|3529658|352965|MESOPOLIS|SP|-19.966|-50.638|LAMBERTINI
335|3529708|352970|MIGUELOPOLIS|SP|-20.179|-48.032|LAMBIASE
336|3529807|352980|MINEIROS DO TIETE|SP|-22.409|-48.451|LAMBRANHO
337|3529906|352990|MIRACATU|SP|-24.281|-47.46|LAMBRECHT
338|3530003|353000|MIRA ESTRELA|SP|-19.979|-50.137|LANGENDORF
339|3530102|353010|MIRANDOPOLIS|SP|-21.134|-51.102|LANIADO
340|3530201|353020|MIRANTE DO PARANAPANEMA|SP|-22.292|-51.906|LAPAS
341|3530300|353030|MIRASSOL|SP|-20.819|-49.521|LASCHEWITZ
342|3530409|353040|MIRASSOLANDIA|SP|-20.617|-49.464|LAUSE
343|3530508|353050|MOCOCA|SP|-21.468|-47.005|LAVAQUIAL
344|3530607|353060|MOGI DAS CRUZES|SP|-23.523|-46.188|LAVARIAS
345|3530706|353070|MOGI GUACU|SP|-22.372|-46.942|LAZARINE
346|3530805|353080|MOJI MIRIM|SP|-22.432|-46.958|LEDEBUHR
347|3530904|353090|MOMBUCA|SP|-22.929|-47.566|LEFFA
348|3531001|353100|MONCOES|SP|-20.85|-50.092|LEUTPRECHT
349|3531100|353110|MONGAGUA|SP|-24.087|-46.629|LEVANTEZE
350|3531209|353120|MONTE ALEGRE DO SUL|SP|-22.682|-46.681|LIENSTADT
351|3531308|353130|MONTE ALTO|SP|-21.261|-48.496|LIMBERGER
352|3531407|353140|MONTE APRAZIVEL|SP|-20.773|-49.714|LISCHKA
353|3531506|353150|MONTE AZUL PAULISTA|SP|-20.907|-48.641|LOGE
354|3531605|353160|MONTE CASTELO|SP|-21.299|-51.569|LOTTO
355|3531704|353170|MONTEIRO LOBATO|SP|-22.957|-45.84|LOZER
356|3531803|353180|MONTE MOR|SP|-22.947|-47.316|LUBAWSKI
357|3531902|353190|MORRO AGUDO|SP|-20.731|-48.058|LUCINARO
358|3532009|353200|MORUNGABA|SP|-22.88|-46.792|LUKIN
359|3532058|353205|MOTUCA|SP|-21.508|-48.151|LUND
360|3532108|353210|MURUTINGA DO SUL|SP|-20.993|-51.278|MADALHANO
361|3532157|353215|NANTES|SP|-22.621|-51.237|MADOGLIO
362|3532207|353220|NARANDIBA|SP|-22.407|-51.524|MAFIA
363|3532306|353230|NATIVIDADE DA SERRA|SP|-23.376|-45.442|MALFA
364|3532405|353240|NAZARE PAULISTA|SP|-23.181|-46.395|MALHADA
365|3532504|353250|NEVES PAULISTA|SP|-20.846|-49.63|MALIANI
366|3532603|353260|NHANDEARA|SP|-20.694|-50.038|MANCEN
367|3532702|353270|NIPOA|SP|-20.913|-49.778|MANCIO
368|3532801|353280|NOVA ALIANCA|SP|-21.016|-49.496|MANEIRO
369|3532827|353282|NOVA CAMPINA|SP|-24.121|-48.904|MANGIARINI
370|3532843|353284|NOVA CANAA PAULISTA|SP|-20.386|-50.949|MANHANE
371|3532868|353286|NOVA CASTILHO|SP|-20.763|-50.343|MANSUETO
372|3532900|353290|NOVA EUROPA|SP|-21.778|-48.561|MARCHEWSKI
373|3533007|353300|NOVA GRANADA|SP|-20.534|-49.314|MARCOS
374|3533106|353310|NOVA GUATAPORANGA|SP|-21.334|-51.644|MARIM
375|3533205|353320|NOVA INDEPENDENCIA|SP|-21.104|-51.49|MARONEZZI
376|3533254|353325|NOVAIS|SP|-20.992|-48.919|MARRIEL
377|3533304|353330|NOVA LUZITANIA|SP|-20.856|-50.262|MARTEL
378|3533403|353340|NOVA ODESSA|SP|-22.778|-47.296|MARVAO
379|3533502|353350|NOVO HORIZONTE|SP|-21.468|-49.221|MASSOCATO
380|3533601|353360|NUPORANGA|SP|-20.73|-47.749|MATSUKA
381|3533700|353370|OCAUCU|SP|-22.439|-49.923|MATTIAZZI
382|3533809|353380|OLEO|SP|-22.941|-49.342|MAUL
383|3533908|353390|OLIMPIA|SP|-20.737|-48.915|MAYAN
384|3534005|353400|ONDA VERDE|SP|-20.614|-49.299|MAZZAFERA
385|3534104|353410|ORIENTE|SP|-22.153|-50.091|MENCOCINI
386|3534203|353420|ORINDIUVA|SP|-20.182|-49.351|MENEGUITE
387|3534302|353430|ORLANDIA|SP|-20.72|-47.887|MENERES
388|3534401|353440|OSASCO|SP|-23.533|-46.792|METZ
389|3534500|353450|OSCAR BRESSANE|SP|-22.318|-50.281|MEUSER
390|3534609|353460|OSVALDO CRUZ|SP|-21.797|-50.89|MEYERING
391|3534708|353470|OURINHOS|SP|-22.979|-49.871|MEZIAT
392|3534757|353475|OUROESTE|SP|-20.001|-50.372|MIALSKI
393|3534807|353480|OURO VERDE|SP|-21.489|-51.7|MICK
394|3534906|353490|PACAEMBU|SP|-21.562|-51.261|MILLNITZ
395|3535002|353500|PALESTINA|SP|-20.39|-49.433|MINARELLI
396|3535101|353510|PALMARES PAULISTA|SP|-21.083|-48.801|MINFU
397|3535200|353520|PALMEIRA D'OESTE|SP|-20.416|-50.762|MINGUCCI
398|3535309|353530|PALMITAL|SP|-22.789|-50.218|MIRANDELA
399|3535408|353540|PANORAMA|SP|-21.356|-51.86|MISQUEY
400|3535507|353550|PARAGUACU PAULISTA|SP|-22.413|-50.576|MONARCHA
401|3535606|353560|PARAIBUNA|SP|-23.386|-45.662|MONTEZE
402|3535705|353570|PARAISO|SP|-21.016|-48.774|MONTIEL
403|3535804|353580|PARANAPANEMA|SP|-23.389|-48.723|MONTSERRAT
404|3535903|353590|PARANAPUA|SP|-20.103|-50.586|MOO
405|3536000|353600|PARAPUA|SP|-21.783|-50.793|MORANDIM
406|3536109|353610|PARDINHO|SP|-23.081|-48.374|MORENI
407|3536208|353620|PARIQUERA-ACU|SP|-24.715|-47.881|MORIBE
408|3536257|353625|PARISI|SP|-20.304|-50.015|MOTOKI
409|3536307|353630|PATROCINIO PAULISTA|SP|-20.639|-47.282|MUNARIN
410|3536406|353640|PAULICEIA|SP|-21.318|-51.831|MUNOZ
411|3536505|353650|PAULINIA|SP|-22.761|-47.154|MURASSAKI
412|3536570|353657|PAULISTANIA|SP|-22.578|-49.403|NADELICCI
413|3536604|353660|PAULO DE FARIA|SP|-20.031|-49.383|NAGOT
414|3536703|353670|PEDERNEIRAS|SP|-22.352|-48.775|NAHON
415|3536802|353680|PEDRA BELA|SP|-22.793|-46.443|NAKAI
416|3536901|353690|PEDRANOPOLIS|SP|-20.248|-50.11|NAKIRI
417|3537008|353700|PEDREGULHO|SP|-20.257|-47.477|NAUFAL
418|3537107|353710|PEDREIRA|SP|-22.742|-46.901|NEDEHER
419|3537156|353715|PEDRINHAS PAULISTA|SP|-22.815|-50.794|NEJELSKI
420|3537206|353720|PEDRO DE TOLEDO|SP|-24.275|-47.233|NEOTTI
421|3537305|353730|PENAPOLIS|SP|-21.42|-50.078|NEROS
422|3537404|353740|PEREIRA BARRETO|SP|-20.638|-51.109|NESPOLE
423|3537503|353750|PEREIRAS|SP|-23.076|-47.976|NEUBERT
424|3537602|353760|PERUIBE|SP|-24.32|-46.998|NHONCANSE
425|3537701|353770|PIACATU|SP|-21.592|-50.599|NICOLAU
426|3537800|353780|PIEDADE|SP|-23.712|-47.428|NIELAND
427|3537909|353790|PILAR DO SUL|SP|-23.813|-47.716|NIEMEYER
428|3538006|353800|PINDAMONHANGABA|SP|-22.924|-45.462|NIENDICKER
429|3538105|353810|PINDORAMA|SP|-21.186|-48.907|NIKOLAIDES
430|3538204|353820|PINHALZINHO|SP|-22.779|-46.591|NIRAZAWA
431|3538303|353830|PIQUEROBI|SP|-21.868|-51.729|NOCCHI
432|3538501|353850|PIQUETE|SP|-22.614|-45.176|NOCERINO
433|3538600|353860|PIRACAIA|SP|-23.054|-46.358|NOGAROL
434|3538709|353870|PIRACICABA|SP|-22.725|-47.649|NOSSAL
435|3538808|353880|PIRAJU|SP|-23.194|-49.384|OGUIDO
436|3538907|353890|PIRAJUI|SP|-21.999|-49.457|OKANOBO
437|3539004|353900|PIRANGI|SP|-21.091|-48.658|OLLERMANN
438|3539103|353910|PIRAPORA DO BOM JESUS|SP|-23.397|-47.002|ONOLES
439|3539202|353920|PIRAPOZINHO|SP|-22.275|-51.5|ORIONE
440|3539301|353930|PIRASSUNUNGA|SP|-21.996|-47.426|ORTICELLI
441|3539400|353940|PIRATININGA|SP|-22.413|-49.135|OSELLAME
442|3539509|353950|PITANGUEIRAS|SP|-21.009|-48.222|OSTROSKY
443|3539608|353960|PLANALTO|SP|-21.034|-49.929|OUAKNINE
444|3539707|353970|PLATINA|SP|-22.638|-50.204|OUESSE
445|3539806|353980|POA|SP|-23.528|-46.345|OUTUKY
446|3539905|353990|POLONI|SP|-20.785|-49.824|PACIELLO
447|3540002|354000|POMPEIA|SP|-22.109|-50.172|PADEIRO
448|3540101|354010|PONGAI|SP|-21.736|-49.367|PAGLIARUSSI
449|3540200|354020|PONTAL|SP|-21.023|-48.037|PALARETI
450|3540259|354025|PONTALINDA|SP|-20.441|-50.523|PAMPHILO
451|3540309|354030|PONTES GESTAL|SP|-20.167|-49.703|PANIS
452|3540408|354040|POPULINA|SP|-19.954|-50.538|PARAENSE
453|3540507|354050|PORANGABA|SP|-23.176|-48.125|PARIQUERA ACU
454|3540606|354060|PORTO FELIZ|SP|-23.215|-47.524|PARRELLA
455|3540705|354070|PORTO FERREIRA|SP|-21.854|-47.479|PASCOSKI
456|3540754|354075|POTIM|SP|-22.843|-45.251|PASCUAL
457|3540804|354080|POTIRENDABA|SP|-21.043|-49.377|PASSARELLO
458|3540853|354085|PRACINHA|SP|-21.851|-51.087|PATELLI
459|3540903|354090|PRADOPOLIS|SP|-21.359|-48.066|PATO
460|3541000|354100|PRAIA GRANDE|SP|-24.006|-46.403|PATRUCCO
461|3541059|354105|PRATANIA|SP|-22.808|-48.666|PAULIQUE
462|3541109|354110|PRESIDENTE ALVES|SP|-22.1|-49.438|PAVON
463|3541208|354120|PRESIDENTE BERNARDES|SP|-22.006|-51.553|PAZZI
464|3541307|354130|PRESIDENTE EPITACIO|SP|-21.763|-52.116|PAZZOTTI
465|3541406|354140|PRESIDENTE PRUDENTE|SP|-22.126|-51.389|PEDRO
466|3541505|354150|PRESIDENTE VENCESLAU|SP|-21.876|-51.844|PEGORIN
467|3541604|354160|PROMISSAO|SP|-21.537|-49.858|PENCO
468|3541653|354165|QUADRA|SP|-23.299|-48.055|PENIZA
469|3541703|354170|QUATA|SP|-22.248|-50.698|PERALVA
470|3541802|354180|QUEIROZ|SP|-21.799|-50.24|PERSIGO
471|3541901|354190|QUELUZ|SP|-22.537|-44.774|PICHININI
472|3542008|354200|QUINTANA|SP|-22.073|-50.308|PIZZOLO
473|3542107|354210|RAFARD|SP|-23.012|-47.527|PODEWILS
474|3542206|354220|RANCHARIA|SP|-22.229|-50.893|POKRIWIECKI
475|3542305|354230|REDENCAO DA SERRA|SP|-23.267|-45.537|POMERANCBLUM
476|3542404|354240|REGENTE FEIJO|SP|-22.221|-51.303|PORRETI
477|3542503|354250|REGINOPOLIS|SP|-21.888|-49.225|PORSCH
478|3542602|354260|REGISTRO|SP|-24.488|-47.844|POSE
479|3542701|354270|RESTINGA|SP|-20.603|-47.483|POTYE
480|3542800|354280|RIBEIRA|SP|-24.657|-49.009|POURBAIX
481|3542909|354290|RIBEIRAO BONITO|SP|-22.067|-48.176|POVINHA
482|3543006|354300|RIBEIRAO BRANCO|SP|-24.221|-48.766|PRAWUCKI
483|3543105|354310|RIBEIRAO CORRENTE|SP|-20.457|-47.59|PRESCINOTTI
484|3543204|354320|RIBEIRAO DO SUL|SP|-22.784|-49.934|PRETTO
485|3543238|354323|RIBEIRAO DOS INDIOS|SP|-21.837|-51.604|PRIOSTE
486|3543253|354325|RIBEIRAO GRANDE|SP|-24.099|-48.365|PROITE
487|3543303|354330|RIBEIRAO PIRES|SP|-23.711|-46.413|PURGAS
488|3543402|354340|RIBEIRAO PRETO|SP|-21.178|-47.81|RAHALL
489|3543501|354350|RIVERSUL|SP|-23.828|-49.429|RAMALHEIRA
490|3543600|354360|RIFAINA|SP|-20.081|-47.421|RANGHETTI
491|3543709|354370|RINCAO|SP|-21.587|-48.071|RANZANI
492|3543808|354380|RINOPOLIS|SP|-21.726|-50.722|REAMI
493|3543907|354390|RIO CLARO|SP|-22.411|-47.561|REGANATI
494|3544004|354400|RIO DAS PEDRAS|SP|-22.843|-47.606|REINICKE
495|3544103|354410|RIO GRANDE DA SERRA|SP|-23.744|-46.398|REISNER
496|3544202|354420|RIOLANDIA|SP|-19.99|-49.681|RENGIFO
497|3544251|354425|ROSANA|SP|-22.58|-53.059|RESKY
498|3544301|354430|ROSEIRA|SP|-22.898|-45.305|REUS
499|3544400|354440|RUBIACEA|SP|-21.301|-50.727|RICK
500|3544509|354450|RUBINEIA|SP|-20.179|-51.002|RICOMINI
501|3544608|354460|SABINO|SP|-21.46|-49.578|RIEWE
502|3544707|354470|SAGRES|SP|-21.884|-50.956|RIGGO
503|3544806|354480|SALES|SP|-21.341|-49.485|RIM
504|3544905|354490|SALES OLIVEIRA|SP|-20.772|-47.838|ROCCHINI
505|3545001|354500|SALESOPOLIS|SP|-23.532|-45.846|RODERO
506|3545100|354510|SALMOURAO|SP|-21.624|-50.861|RORATO
507|3545159|354515|SALTINHO|SP|-22.847|-47.677|ROZANI
508|3545209|354520|SALTO|SP|-23.201|-47.287|ROZARIO
509|3545308|354530|SALTO DE PIRAPORA|SP|-23.649|-47.573|RUELLA
510|3545407|354540|SALTO GRANDE|SP|-22.893|-49.986|RUGNO
511|3545506|354550|SANDOVALINA|SP|-22.456|-51.763|RULLI
512|3545605|354560|SANTA ADELIA|SP|-21.243|-48.804|SACADURA
513|3545704|354570|SANTA ALBERTINA|SP|-20.032|-50.728|SACCOL
514|3545803|354580|SANTA BARBARA D'OESTE|SP|-22.754|-47.414|SAGRADO
515|3546009|354600|SANTA BRANCA|SP|-23.397|-45.884|SALDANHA
516|3546108|354610|SANTA CLARA D'OESTE|SP|-20.089|-50.954|SALIN
517|3546207|354620|SANTA CRUZ DA CONCEICAO|SP|-22.14|-47.452|SALMAZZO
518|3546256|354625|SANTA CRUZ DA ESPERANCA|SP|-21.291|-47.43|SALUN
519|3546306|354630|SANTA CRUZ DAS PALMEIRAS|SP|-21.827|-47.249|SALUSTIANO
520|3546405|354640|SANTA CRUZ DO RIO PARDO|SP|-22.899|-49.633|SAMPEL
521|3546504|354650|SANTA ERNESTINA|SP|-21.463|-48.391|SANCTI
522|3546603|354660|SANTA FE DO SUL|SP|-20.211|-50.926|SANTICCHIO
523|3546702|354670|SANTA GERTRUDES|SP|-22.457|-47.53|SANVITTO
524|3546801|354680|SANTA ISABEL|SP|-23.316|-46.221|SAORINI
525|3546900|354690|SANTA LUCIA|SP|-21.685|-48.084|SAROLLI
526|3547007|354700|SANTA MARIA DA SERRA|SP|-22.567|-48.161|SBROGLIO
527|3547106|354710|SANTA MERCEDES|SP|-21.351|-51.755|SCAPIN
528|3547205|354720|SANTANA DA PONTE PENSA|SP|-20.253|-50.797|SCARDINI
529|3547304|354730|SANTANA DE PARNAIBA|SP|-23.444|-46.918|SCHENKMAN
530|3547403|354740|SANTA RITA D'OESTE|SP|-20.143|-50.833|SCHIAVETTI
531|3547502|354750|SANTA RITA DO PASSA QUATRO|SP|-21.71|-47.478|SCHILA
532|3547601|354760|SANTA ROSA DE VITERBO|SP|-21.473|-47.363|SCHLUTER
533|3547650|354765|SANTA SALETE|SP|-20.245|-50.688|SCHMIDT
534|3547700|354770|SANTO ANASTACIO|SP|-21.977|-51.652|SCHOLTZ
535|3547809|354780|SANTO ANDRE|SP|-23.664|-46.538|SCHRIEFER
536|3547908|354790|SANTO ANTONIO DA ALEGRIA|SP|-21.087|-47.151|SCLAVI
537|3548005|354800|SANTO ANTONIO DE POSSE|SP|-22.606|-46.919|SELPIS
538|3548054|354805|SANTO ANTONIO DO ARACANGUA|SP|-20.937|-50.496|SELVANTE
539|3548104|354810|SANTO ANTONIO DO JARDIM|SP|-22.116|-46.68|SEMKIW
540|3548203|354820|SANTO ANTONIO DO PINHAL|SP|-22.827|-45.663|SENSATO
541|3548302|354830|SANTO EXPEDITO|SP|-21.851|-51.392|SHEHADEH
542|3548401|354840|SANTOPOLIS DO AGUAPEI|SP|-21.638|-50.5|SHEN
543|3548500|354850|SANTOS|SP|-23.961|-46.334|SHIHONMATSU
544|3548609|354860|SAO BENTO DO SAPUCAI|SP|-22.689|-45.731|SHIKOTA
545|3548708|354870|SAO BERNARDO DO CAMPO|SP|-23.694|-46.565|SIMONATI
546|3548807|354880|SAO CAETANO DO SUL|SP|-23.623|-46.551|SINNHOFER
547|3548906|354890|SAO CARLOS|SP|-22.018|-47.891|SIRIGUTI
548|3549003|354900|SAO FRANCISCO|SP|-20.359|-50.697|SITA
549|3549102|354910|SAO JOAO DA BOA VISTA|SP|-21.969|-46.798|SLABEY
550|3549201|354920|SAO JOAO DAS DUAS PONTES|SP|-20.389|-50.378|SNOW
551|3549250|354925|SAO JOAO DE IRACEMA|SP|-20.513|-50.352|SOCOSTNIC
552|3549300|354930|SAO JOAO DO PAU D'ALHO|SP|-21.268|-51.666|SOFTOV
553|3549409|354940|SAO JOAQUIM DA BARRA|SP|-20.581|-47.855|SOLIZ
554|3549508|354950|SAO JOSE DA BELA VISTA|SP|-20.593|-47.64|SORANSO
555|3549607|354960|SAO JOSE DO BARREIRO|SP|-22.645|-44.578|SORES
556|3549706|354970|SAO JOSE DO RIO PARDO|SP|-21.596|-46.889|SOROCABA
557|3549805|354980|SAO JOSE DO RIO PRETO|SP|-20.82|-49.379|SPAGOLLA
558|3549904|354990|SAO JOSE DOS CAMPOS|SP|-23.179|-45.887|SPANOS
559|3549953|354995|SAO LOURENCO DA SERRA|SP|-23.853|-46.943|SPERANDEI
560|3550001|355000|SAO LUIS DO PARAITINGA|SP|-23.222|-45.31|SPIDO
561|3550100|355010|SAO MANUEL|SP|-22.731|-48.571|SPUNBERG
562|3550209|355020|SAO MIGUEL ARCANJO|SP|-23.878|-47.997|STALIANO
563|3550308|355030|SAO PAULO|SP|-23.548|-46.636|STANISZEWSKI
564|3550407|355040|SAO PEDRO|SP|-22.549|-47.914|STANSKI
565|3550506|355050|SAO PEDRO DO TURVO|SP|-22.747|-49.74|STARICK
566|3550605|355060|SAO ROQUE|SP|-23.529|-47.135|STASOLLA
567|3550704|355070|SAO SEBASTIAO|SP|-23.76|-45.41|STAZIAK
568|3550803|355080|SAO SEBASTIAO DA GRAMA|SP|-21.711|-46.821|STORINO
569|3550902|355090|SAO SIMAO|SP|-21.479|-47.551|STOTERAU
570|3551009|355100|SAO VICENTE|SP|-23.963|-46.392|STRICAGNOLO
571|3551108|355110|SARAPUI|SP|-23.641|-47.825|STRIETHORST
572|3551207|355120|SARUTAIA|SP|-23.273|-49.48|SUARTE
573|3551306|355130|SEBASTIANOPOLIS DO SUL|SP|-20.655|-49.921|SUCHOBKOW
574|3551405|355140|SERRA AZUL|SP|-21.311|-47.566|SZAJUBOK
575|3551504|355150|SERRANA|SP|-21.211|-47.596|TABOSA
576|3551603|355160|SERRA NEGRA|SP|-22.612|-46.701|TAKAHASHI
577|3551702|355170|SERTAOZINHO|SP|-21.138|-47.99|TAKAMORI
578|3551801|355180|SETE BARRAS|SP|-24.388|-47.926|TANIGAKI
579|3551900|355190|SEVERINIA|SP|-20.809|-48.803|TARABORRELLI
580|3552007|355200|SILVEIRAS|SP|-22.664|-44.853|TARZIA
581|3552106|355210|SOCORRO|SP|-22.591|-46.529|TAUFE
582|3552205|355220|SOROCABA|SP|-23.502|-47.458|TEBON
583|3552304|355230|SUD MENNUCCI|SP|-20.691|-50.924|TELH
584|3552403|355240|SUMARE|SP|-22.822|-47.267|TERCIANO
585|3552502|355250|SUZANO|SP|-23.543|-46.311|TESSARINE
586|3552551|355255|SUZANAPOLIS|SP|-20.501|-51.025|TESSITORI
587|3552601|355260|TABAPUA|SP|-20.964|-49.032|TIBOLLA
588|3552700|355270|TABATINGA|SP|-21.717|-48.688|TIEMANN
589|3552809|355280|TABOAO DA SERRA|SP|-23.602|-46.753|TILLWITZ
590|3552908|355290|TACIBA|SP|-22.39|-51.285|TOME
591|3553005|355300|TAGUAI|SP|-23.452|-49.409|TOMELERO
592|3553104|355310|TAIACU|SP|-21.144|-48.513|TOMPOROWSKI
593|3553203|355320|TAIUVA|SP|-21.124|-48.452|TONANI
594|3553302|355330|TAMBAU|SP|-21.705|-47.274|TONIM
595|3553401|355340|TANABI|SP|-20.626|-49.649|TOPFER
596|3553500|355350|TAPIRAI|SP|-23.964|-47.507|TORREZ
597|3553609|355360|TAPIRATIBA|SP|-21.468|-46.749|TOSATTO
598|3553658|355365|TAQUARAL|SP|-21.072|-48.41|TRIPARI
599|3553708|355370|TAQUARITINGA|SP|-21.406|-48.505|TROLES
600|3553807|355380|TAQUARITUBA|SP|-23.533|-49.244|TSUEY
601|3553856|355385|TAQUARIVAI|SP|-23.924|-48.693|TSUKUDA
602|3553906|355390|TARABAI|SP|-22.303|-51.559|TUMARKIN
603|3553955|355395|TARUMA|SP|-22.747|-50.577|TUSUTIYA
604|3554003|355400|TATUI|SP|-23.356|-47.857|UJIHARA
605|3554102|355410|TAUBATE|SP|-23.026|-45.555|VALLIS
606|3554201|355420|TEJUPA|SP|-23.343|-49.376|VAQUES
607|3554300|355430|TEODORO SAMPAIO|SP|-22.533|-52.168|VASKE
608|3554409|355440|TERRA ROXA|SP|-20.789|-48.33|VEJAM
609|3554508|355450|TIETE|SP|-23.102|-47.715|VERBITISKIS
610|3554607|355460|TIMBURI|SP|-23.205|-49.607|VIECILI
611|3554656|355465|TORRE DE PEDRA|SP|-23.244|-48.195|VIGANICO
612|3554706|355470|TORRINHA|SP|-22.426|-48.169|VIGUETTE
613|3554755|355475|TRABIJU|SP|-22.042|-48.336|VIJARVA
614|3554805|355480|TREMEMBE|SP|-22.958|-45.549|VILLALVA
615|3554904|355490|TRES FRONTEIRAS|SP|-20.235|-50.89|VILLEROY
616|3554953|355495|TUIUTI|SP|-22.816|-46.694|VIR
617|3555000|355500|TUPA|SP|-21.935|-50.514|VIRGULINO
618|3555109|355510|TUPI PAULISTA|SP|-21.381|-51.571|VISCARDE
619|3555208|355520|TURIUBA|SP|-20.933|-50.108|VITT
620|3555307|355530|TURMALINA|SP|-20.052|-50.476|VIVARES
621|3555356|355535|UBARANA|SP|-21.166|-49.718|VIVIAN
622|3555406|355540|UBATUBA|SP|-23.434|-45.071|VOLLWEITER
623|3555505|355550|UBIRAJARA|SP|-22.527|-49.663|VORSATZ
624|3555604|355560|UCHOA|SP|-20.953|-49.175|WAIHRICH
625|3555703|355570|UNIAO PAULISTA|SP|-20.887|-49.897|WEIL
626|3555802|355580|URANIA|SP|-20.246|-50.643|WERNEK
627|3555901|355590|URU|SP|-21.784|-49.281|WICHMANN
628|3556008|355600|URUPES|SP|-21.202|-49.29|WONG
629|3556107|355610|VALENTIM GENTIL|SP|-20.422|-50.088|WUNSCHE
630|3556206|355620|VALINHOS|SP|-22.971|-46.996|XIUYING
631|3556305|355630|VALPARAISO|SP|-21.228|-50.868|YOSHIKAY
632|3556354|355635|VARGEM|SP|-22.889|-46.414|ZACARIOTTI
633|3556404|355640|VARGEM GRANDE DO SUL|SP|-21.832|-46.894|ZACCAI
634|3556453|355645|VARGEM GRANDE PAULISTA|SP|-23.603|-47.026|ZACCHE
635|3556503|355650|VARZEA PAULISTA|SP|-23.211|-46.828|ZAGISKI
636|3556602|355660|VERA CRUZ|SP|-22.22|-49.819|ZANUNCIO
637|3556701|355670|VINHEDO|SP|-23.03|-46.975|ZEHIL
638|3556800|355680|VIRADOURO|SP|-20.873|-48.297|ZHENGJIAN
639|3556909|355690|VISTA ALEGRE DO ALTO|SP|-21.171|-48.629|ZICHY
640|3556958|355695|VITORIA BRASIL|SP|-20.197|-50.484|ZIEMATH
641|3557006|355700|VOTORANTIM|SP|-23.547|-47.438|ZIMERMMAN
642|3557105|355710|VOTUPORANGA|SP|-20.423|-49.973|ZIYAD
643|3557154|355715|ZACARIAS|SP|-21.052|-50.051|ZOCULO
644|3557204|355720|CHAVANTES|SP|-23.039|-49.709|ZYS
645|3557303|355730|ESTIVA GERBI|SP|-22.271|-46.945|
